name,title,adult,popularity,video,vote_count,poster_path,release_date,id,genre_ids,original_title,original_language,origin_country,overview,backdrop_path,original_name,rating,first_air_date,genres
,The Great Dictator,False,103.784,False,3229,/1QpO9wo7JWecZ4NiBuu625FiY1j.jpg,1940-10-15,914,"[35, 10752]",The Great Dictator,en,,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,,8.322,,"Comedy, War"
,Hotarubi no Mori e,False,0.025,False,1071,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,2011-09-17,92321,"[10749, 16, 14]",蛍火の杜へ,ja,,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,,8.323,,"Romance, Animation, Fantasy"
,Dedicated to my ex,False,10.755,False,495,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,2019-11-01,644479,"[18, 35]",Dedicada A Mi Ex,es,,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,,8.32,,"Drama, Comedy"
,Back to the Future,False,98.269,False,19311,/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg,1985-07-03,105,"[12, 35, 878]",Back to the Future,en,,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",/hxSB02ksqnkXY4hPGAXqgO2fL01.jpg,,8.317,,"Adventure, Comedy, Science Fiction"
,Neon Genesis Evangelion: The End of Evangelion,False,59.597,False,1492,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,18491,"[16, 878, 28, 18]",新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,ja,,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control.",/xLMJCCSatxENpHO9rLW9yD8A12C.jpg,,8.315,,"Animation, Science Fiction, Action, Drama"
,High and Low,False,29.327,False,832,/tgNjemQPG96uIezpiUiXFcer5ga.jpg,1963-03-01,12493,"[18, 80, 53]",天国と地獄,ja,,A shoe company executive who has mortgaged everything he has becomes a victim of extortion when his chauffeur's son is kidnapped and is conflicted over whether he should pay the ransom.,/gSCT6oP2Sbm71naW28Lh7afcMgY.jpg,,8.3,,"Drama, Crime, Thriller"
,Dead Poets Society,False,44.097,False,10826,/hmGAF5NDoYB6S39UONevjHCESOI.jpg,1989-06-02,207,[18],Dead Poets Society,en,,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",/tJRToZBfb52NhF6SMGAe0bWQc6z.jpg,,8.314,,Drama
,Sunset Boulevard,False,62.453,False,2470,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,1950-08-10,599,[18],Sunset Boulevard,en,,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,,8.31,,Drama
,Léon: The Professional,False,63.322,False,14331,/yI6X2cCM5YPJtxMhUd3dPGqDAhw.jpg,1994-09-14,101,"[80, 18, 28]",Léon: The Professional,en,,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",/jynfI114q3kOAbIiVjVfFFmttU2.jpg,,8.309,,"Crime, Drama, Action"
,Perfect Blue,False,49.081,False,2478,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,10494,"[16, 53]",PERFECT BLUE,ja,,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.",/A1Larywbw79kZQqkvCEiPHJqdLN.jpg,,8.306,,"Animation, Thriller"
,Ikiru,False,27.588,False,1062,/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,1952-10-09,3782,[18],生きる,ja,,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",/yn6DvHSEXE8Ao3QaNlELpqeSOqx.jpg,,8.301,,Drama
,Modern Times,False,24.794,False,3569,/uEMekS25hwXrCJOZZ3NKMGcAFJo.jpg,1936-02-05,3082,"[35, 18, 10749]",Modern Times,en,,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg,,8.291,,"Comedy, Drama, Romance"
,Once Upon a Time in the West,False,57.475,False,4149,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,335,"[18, 37]",C'era una volta il West,it,,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",/26SUDI2iKhZTIKcU4ZzezTH1G15.jpg,,8.287,,"Drama, Western"
,"The Boy, the Mole, the Fox and the Horse",False,43.783,False,500,/oQRgyQCzcyZvE6w5heM9ktVY0LT.jpg,2022-12-25,995133,"[16, 10751, 12, 14]","The Boy, the Mole, the Fox and the Horse",en,,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.",/jGKQks1bd3rmltqaXbEbS9DnsPv.jpg,,8.283,,"Animation, Family, Adventure, Fantasy"
,Apocalypse Now,False,63.637,False,7923,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-08-15,28,"[18, 10752]",Apocalypse Now,en,,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",/1oWqzZft4AfDvtu48Z1J8t93DDM.jpg,,8.283,,"Drama, War"
,City Lights,False,22.194,False,2076,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,1931-02-01,901,"[35, 10749, 18]",City Lights,en,,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,/n0Cju2Eu3VyrUFl32thblHFWznA.jpg,,8.282,,"Comedy, Romance, Drama"
,Le Trou,False,18.111,False,445,/8kxtOm7D992iAaOzUoWmNQwbXjs.jpg,1960-03-18,29259,"[18, 53, 80]",Le Trou,fr,,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,,8.3,,"Drama, Thriller, Crime"
,The Intouchables,False,57.865,False,16797,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,77338,"[18, 35]",Intouchables,fr,,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,,8.279,,"Drama, Comedy"
,Life in a Year,False,33.649,False,1774,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,2020-11-27,447362,"[18, 10749]",Life in a Year,en,,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg,,8.273,,"Drama, Romance"
,It's a Wonderful Life,False,47.413,False,4132,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,1585,"[18, 10751, 14]",It's a Wonderful Life,en,,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",/ch3lDc4xQ9MpsNEpnRhvR8PIxxK.jpg,,8.271,,"Drama, Family, Fantasy"
,Paths of Glory,False,35.175,False,2765,/3O10X1bVSasrS2NQ186s2tlKvqN.jpg,1957-10-25,975,"[10752, 18, 36]",Paths of Glory,en,,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,,8.27,,"War, Drama, History"
,Five Feet Apart,False,44.527,False,5443,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,2019-03-14,527641,"[10749, 18]",Five Feet Apart,en,,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",/27ZkYMWynuK2qiDP6awc3MsCaOs.jpg,,8.27,,"Romance, Drama"
,"Josee, the Tiger and the Fish",False,28.585,False,427,/xAbSLi61npWyVs5M0yxin3dKcGO.jpg,2020-12-25,652837,"[16, 18, 10749]",ジョゼと虎と魚たち,ja,,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",/i1GT0e6Crg6UezT3ibXnMS3pBAd.jpg,,8.266,,"Animation, Drama, Romance"
,Miracle in Cell No. 7,False,45.294,False,4313,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,637920,[18],7. Koğuştaki Mucize,tr,,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,,8.266,,Drama
,Given,False,15.345,False,375,/3trPz7muDOv4AHjDZiD3MLGls2Q.jpg,2020-08-22,632632,"[16, 18, 10402, 10749]",映画 ギヴン,ja,,"The relationship between a band's bassist, their drummer, and the drummer’s roommate and ex-boyfriend, who is a professional violinist.",/u1wHUA0R48FH4WV3sGqjwx3aNZm.jpg,,8.263,,"Animation, Drama, Music, Romance"
,The Legend of 1900,False,27.774,False,2186,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,1998-10-28,10376,"[18, 10402]",La leggenda del pianista sull'oceano,it,,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",/6rmb35g7XoMCMQtnbH0rUecFZlV.jpg,,8.261,,"Drama, Music"
,Oldboy,False,41.711,False,8319,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,670,"[18, 53, 9648, 28]",올드보이,ko,,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,,8.256,,"Drama, Thriller, Mystery, Action"
,Clouds,False,20.771,False,982,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,2020-10-09,630566,"[10402, 18, 10749]",Clouds,en,,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",/nbAbAk80aWCpOS5kOPYJ1L9kE1R.jpg,,8.254,,"Music, Drama, Romance"
,Violet Evergarden: The Movie,False,43.731,False,393,/fwSonK8WrAEqWY7sqjvGRCgzIij.jpg,2020-09-18,533514,"[16, 14, 10749, 18]",劇場版 ヴァイオレット・エヴァーガーデン,ja,,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",/aLqtWLA6NQHBwQHvHDq5z4EKUm0.jpg,,8.254,,"Animation, Fantasy, Romance, Drama"
,Avengers: Endgame,False,225.22,False,24898,/or06FN3Dka5tukK1e9sl16pB3iy.jpg,2019-04-24,299534,"[12, 878, 28]",Avengers: Endgame,en,,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,,8.254,,"Adventure, Science Fiction, Action"
,Come and See,False,38.057,False,1379,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,1985-10-17,25237,"[18, 10752]",Иди и смотри,ru,,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",/xGzcusHWxLPvRYSBMeOJOVkdJbj.jpg,,8.253,,"Drama, War"
,Evangelion: 3.0+1.0 Thrice Upon a Time,False,32.394,False,758,/md5wZRRj8biHrGtyitgBZo7674t.jpg,2021-03-08,283566,"[16, 28, 878, 18]",シン・エヴァンゲリオン劇場版:||,ja,,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,,8.3,,"Animation, Action, Science Fiction, Drama"
,Klaus,False,29.028,False,3877,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,2019-11-08,508965,"[16, 10751, 12, 35, 14]",Klaus,en,,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",/mlxKite1x1PgmIhJgAxNS9eHmH8.jpg,,8.248,,"Animation, Family, Adventure, Comedy, Fantasy"
,We All Loved Each Other So Much,False,13.727,False,513,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,42269,"[18, 35]",C'eravamo tanto amati,it,,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg,,8.238,,"Drama, Comedy"
,Justice League Dark: Apokolips War,False,37.032,False,1414,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg,2020-05-05,618344,"[16, 28, 878]",Justice League Dark: Apokolips War,en,,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.",/sQkRiQo3nLrQYMXZodDjNUJKHZV.jpg,,8.2,,"Animation, Action, Science Fiction"
,Puss in Boots: The Last Wish,False,164.085,False,7277,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,315162,"[16, 12, 14, 35, 10751]",Puss in Boots: The Last Wish,en,,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,,8.237,,"Animation, Adventure, Fantasy, Comedy, Family"
,Mommy,False,20.437,False,2643,/nT4VJ6MfSwUoCorYmkcLVaIenya.jpg,2014-09-19,265177,[18],Mommy,fr,,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",/oA7EHjQPgtPKSrvtNtzA82opnrQ.jpg,,8.2,,Drama
,Rascal Does Not Dream of a Dreaming Girl,False,29.131,False,502,/gsRpizQa3fw1um8v7EvFVXvxD6u.jpg,2019-06-15,572154,"[16, 10749, 18, 14]",青春ブタ野郎はゆめみる少女の夢を見ない,ja,,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",/tyxqfALuq02khuKNCwmeMxrqt8T.jpg,,8.2,,"Animation, Romance, Drama, Fantasy"
,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,73.465,False,3702,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,635302,"[28, 16, 12, 14, 53]",劇場版「鬼滅の刃」無限列車編,ja,,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",/qjGrUmKW78MCFG8PTLDBp67S27p.jpg,,8.231,,"Action, Animation, Adventure, Fantasy, Thriller"
,The Handmaiden,False,60.209,False,3559,/dLlH4aNHdnmf62umnInL8xPlPzw.jpg,2016-06-01,290098,"[53, 18, 10749]",아가씨,ko,,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",/9o9ci7ZH9chSy8B7YXCBYih8Kkd.jpg,,8.227,,"Thriller, Drama, Romance"
,Wolf Children,False,30.393,False,2201,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg,2012-07-21,110420,"[16, 10751, 18, 14]",おおかみこどもの雨と雪,ja,,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.",/eNWjMbuhGxJdzaIY9ZZ2KvWx2sQ.jpg,,8.227,,"Animation, Family, Drama, Fantasy"
,I Want to Eat Your Pancreas,False,41.9,False,1475,/qpV8kvRfAntV7D4aOOsLIz7OdPc.jpg,2018-09-01,504253,"[16, 18, 10749]",君の膵臓をたべたい,ja,,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",/YLyORLsYIjC0d1TFBSpJKk7piP.jpg,,8.226,,"Animation, Drama, Romance"
,Out of the Clear Blue Sky,False,18.126,False,334,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,2019-12-24,654299,"[35, 18, 10402]",Como caído del cielo,es,,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg,,8.222,,"Comedy, Drama, Music"
,Woman in the Dunes,False,20.222,False,398,/xiBr3bIT2xpbuIKo5bLK7ebP4O1.jpg,1964-02-15,16672,"[18, 53]",砂の女,ja,,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,/oOM2JzhVBjWyZFHW2iBQQ8A3znY.jpg,,8.2,,"Drama, Thriller"
,Top Gun: Maverick,False,157.395,False,8620,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-21,361743,"[28, 18]",Top Gun: Maverick,en,,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,,8.22,,"Action, Drama"
,Inglourious Basterds,False,104.259,False,21658,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-02,16869,"[18, 53, 10752]",Inglourious Basterds,en,,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",/1Jpkm9qZcsT0mSyVXgs4VlGjPNI.jpg,,8.218,,"Drama, Thriller, War"
,Witness for the Prosecution,False,37.829,False,1322,/mM5Cad2ESBprh6ucPnMzMfI34Cu.jpg,1957-12-17,37257,"[18, 9648, 80]",Witness for the Prosecution,en,,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",/ppKDBRK4TMHxjLPRGx3MQEtJWC0.jpg,,8.217,,"Drama, Mystery, Crime"
,The Shining,False,99.674,False,16938,/9PtPnOJSH6pewElRlJPGqC5Gd3W.jpg,1980-05-23,694,"[27, 53]",The Shining,en,,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",/mmd1HnuvAzFc4iuVJcnBrhDNEKr.jpg,,8.217,,"Horror, Thriller"
,Gladiator,False,72.828,False,17851,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,98,"[28, 18, 12]",Gladiator,en,,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",/3ZVEtQxVPpEp5LNpAULDcxadTU3.jpg,,8.216,,"Action, Drama, Adventure"
,Saving Private Ryan,False,75.749,False,15315,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,1998-07-24,857,"[18, 36, 10752]",Saving Private Ryan,en,,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",/rW2xRFlJRbTnBJlQTSjQmjevIwb.jpg,,8.214,,"Drama, History, War"
,Wolfwalkers,False,33.282,False,1113,/ehAKuE48okTuonq6TpsNQj8vFTC.jpg,2020-10-26,441130,"[16, 10751, 12, 14]",Wolfwalkers,en,,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",/yeJhRNtE4XW2lOoVVFO9iuDr3AL.jpg,,8.213,,"Animation, Family, Adventure, Fantasy"
,Coco,False,138.912,False,18800,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,2017-10-27,354912,"[10751, 16, 10402, 12]",Coco,en,,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",/askg3SMvhqEl4OL52YuvdtY40Yb.jpg,,8.213,,"Family, Animation, Music, Adventure"
,The Art of Racing in the Rain,False,32.609,False,1425,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg,2019-08-08,522924,"[18, 10749]",The Art of Racing in the Rain,en,,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.",/yv7XGQctTMrFM5ZiEm80zk3Jlw2.jpg,,8.208,,"Drama, Romance"
,The Help,False,175.952,False,7953,/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,2011-08-09,50014,[18],The Help,en,,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",/wyvUmyzqGOBDyqLHRSukGDjI7bH.jpg,,8.207,,Drama
,Steven Universe: The Movie,False,28.303,False,807,/8mRgpubxHqnqvENK4Bei30xMDvy.jpg,2019-09-02,537061,"[10770, 16, 12, 35, 14, 10402]",Steven Universe: The Movie,en,,"Two years after bringing peace to the galaxy, Steven Universe sees his past come back to haunt him in the form of a deranged Gem who wants to destroy the Earth.",/dW7F0nNVbjFesNKdw950GJ07T4p.jpg,,8.206,,"TV Movie, Animation, Adventure, Comedy, Fantasy, Music"
,The Apartment,False,28.362,False,2177,/68TOfadzkikVABaxz0KJtT29UA4.jpg,1960-06-21,284,"[35, 18, 10749]",The Apartment,en,,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",/1HSgkvoOyr47cSNKgDLbRYhEoMq.jpg,,8.205,,"Comedy, Drama, Romance"
,A Clockwork Orange,False,52.062,False,12482,/4sHeTAp65WrSSuc05nRBKddhBxO.jpg,1971-12-19,185,"[878, 80]",A Clockwork Orange,en,,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",/nLFxvLokHe3bQmrmAfljIfax2jQ.jpg,,8.206,,"Science Fiction, Crime"
,Il Sorpasso,False,15.732,False,692,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,1962-12-05,24188,"[18, 35]",Il sorpasso,it,,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",/uUrV5KSjnZx47Dq7e6STr73iN4N.jpg,,8.2,,"Drama, Comedy"
,Shutter Island,False,77.394,False,23313,/4GDy0PHYX3VRXUtwK5ysFbg3kEx.jpg,2010-02-14,11324,"[18, 53, 9648]",Shutter Island,en,,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.",/ecvy2kMxsJ60ej52beZ0F8EOGkL.jpg,,8.203,,"Drama, Thriller, Mystery"
,The Prestige,False,196.658,False,15486,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,2006-10-17,1124,"[18, 9648, 878]",The Prestige,en,,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg,,8.203,,"Drama, Mystery, Science Fiction"
,Persona,False,22.845,False,2048,/cl0HEZT8UfzLqaMrYTvGNHOfPYj.jpg,1966-10-18,797,[18],Persona,sv,,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. The time they spend together only strengthens the crushing realization that one does not exist.",/sj2aZDetPE8RoOCAm5QJitCNfLr.jpg,,8.199,,Drama
